Sample	Gene	Chr	Start	End	log2	CN	CNV.type	Weight
17340	EPCAM	2	47386571	47386614	0.344499	3	duplication	0.961386
17340	MLH1	3	36993547	36993664	0.326946	3	duplication	0.983873
17340	BAP1	3	52407957	52408078	0.423155	3	duplication	0.988928
17340	BAP1	3	52409841	52409879	0.648079	3	duplication	0.967545
17340	APC	5	112821895	112821992	0.395097	3	duplication	0.97925
17340	PMS2	7	6008996	6009020	0.670239	3	duplication	0.948089
17340	BMPR1A	10	86756627	86756931	0.486599	3	duplication	0.841844
17340	MEN1	11	64807178	64807220	-0.553761	1	deletion	0.925992
17340	AIP	11	67487005	67487185	0.340849	3	duplication	0.989538
17340	ATM	11	108222820	108223198	0.371491	3	duplication	0.987952
17340	ATM	11	108227775	108227889	0.356921	3	duplication	0.974237
17340	ATM	11	108304674	108304853	0.309778	3	duplication	0.978744
17340	HNF1A	12	120993519	120993707	-0.744221	1	deletion	0.780642
17340	HNF1A	12	120999267	120999390	-0.642237	1	deletion	0.970387
17340	BRCA2	13	32315462	32315679	0.516314	3	duplication	0.949229
17340	RB1	13	48347824	48347864	0.456532	3	duplication	0.957726
17340	RB1	13	48477354	48477405	0.516196	3	duplication	0.925983
17340	PALB2	16	23641109	23641158	0.415167	3	duplication	0.964841
17340	TP53	17	7670608	7670716	-0.435571	1	deletion	0.966019
17340	FLCN	17	17231782	17231894	0.302717	3	duplication	0.982242
17340	NF1	17	31358968	31359016	0.457193	3	duplication	0.944721
17340	RAD51D	17	35100952	35101037	-0.447101	1	deletion	0.985354
17340	RAD51D	17	35106385	35106482	-0.417952	1	deletion	0.985753
17340	RAD51D	17	35106987	35107123	-0.400731	1	deletion	0.991351
17340	BRCA1	17	43091434	43094861	-0.432999	1	deletion	0.961912
17340	BRCA1	17	43099774	43099881	0.670337	3	duplication	0.981722
17340	BRCA1	17	43104121	43104262	0.672612	3	duplication	0.986825
17340	BRCA1	17	43104867	43104957	0.679669	3	duplication	0.987037
17340	BRCA1	17	43106455	43106534	0.618219	3	duplication	0.981283
17340	SMAD4	18	51030201	51030635	0.455796	3	duplication	0.975751
17340	SMAD4	18	51059865	51059917	0.413135	3	duplication	0.939887
17340	SMAD4	18	51076637	51076777	0.317835	3	duplication	0.979427
17340	STK11	19	1206913	1207204	0.323768	3	duplication	0.989473
17340	CHEK2	22	28741757	28741856	0.46428	3	duplication	0.951859
17341	PMS2	7	5989799	5989956	-0.956952	1	deletion	0.992265
17341	PMS2	7	5991972	5992058	-0.819612	1	deletion	0.987986
17341	BMPR1A	10	86756627	86756931	0.494966	3	duplication	0.843171
17341	HNF1A	12	120993519	120993707	-0.522474	1	deletion	0.78233
17342	SDHB	1	17023972	17024075	-0.479409	1	deletion	0.978775
17342	SDHB	1	17027748	17027866	0.327898	3	duplication	0.975559
17342	SDHB	1	17053947	17054020	-0.539014	1	deletion	0.95866
17342	MUTYH	1	45331419	45331557	-0.869958	1	deletion	0.791105
17342	MUTYH	1	45332917	45332960	-0.438855	1	deletion	0.957192
17342	MUTYH	1	45340218	45340255	0.734875	4	duplication	0.91679
17342	EPCAM	2	47373462	47373571	0.520493	3	duplication	0.980859
17342	EPCAM	2	47375233	47375300	0.54798	3	duplication	0.976993
17342	EPCAM	2	47377013	47377078	0.663003	3	duplication	0.968026
17342	MSH2	2	47408400	47408556	0.500401	3	duplication	0.985456
17342	MSH2	2	47412413	47412561	0.363899	3	duplication	0.984854
17342	MSH2	2	47414268	47414419	0.573142	3	duplication	0.968596
17342	MSH6	2	47790926	47791124	-0.462852	1	deletion	0.986438
17342	MSH6	2	47806203	47806359	-0.533493	1	deletion	0.982539
17342	MLH1	3	37011819	37011863	0.416085	3	duplication	0.971741
17342	MLH1	3	37017505	37017600	0.329457	3	duplication	0.981504
17342	MLH1	3	37025636	37026008	-0.407599	1	deletion	0.985683
17342	MLH1	3	37028783	37028933	0.334792	3	duplication	0.984728
17342	MLH1	3	37040185	37040295	0.418841	3	duplication	0.96162
17342	BAP1	3	52406828	52406908	0.469924	3	duplication	0.948851
17342	BAP1	3	52409553	52409609	0.370086	3	duplication	0.977417
17342	BAP1	3	52409841	52409879	0.515102	3	duplication	0.954344
17342	APC	5	112737876	112737937	0.511819	3	duplication	0.957962
17342	APC	5	112754890	112755026	-0.527681	1	deletion	0.983243
17342	APC	5	112780789	112780904	-0.406429	1	deletion	0.968704
17342	APC	5	112801278	112801384	-0.782778	1	deletion	0.98197
17342	PMS2	7	5977587	5977758	0.402291	3	duplication	0.876917
17342	PMS2	7	5995533	5995634	0.525901	3	duplication	0.972995
17342	PMS2	7	6008996	6009020	0.310112	3	duplication	0.931479
17342	BMPR1A	10	86756627	86756931	0.576492	3	duplication	0.837176
17342	BMPR1A	10	86838853	86838991	0.461611	3	duplication	0.981663
17342	PTEN	10	87925512	87925558	-0.521493	1	deletion	0.958639
17342	PTEN	10	87931045	87931090	-0.549288	1	deletion	0.968724
17342	MEN1	11	64807178	64807220	-0.646568	1	deletion	0.913435
17342	ATM	11	108229177	108229324	0.398918	3	duplication	0.978551
17342	ATM	11	108248932	108249103	0.332299	3	duplication	0.982266
17342	ATM	11	108251836	108252032	-0.583989	1	deletion	0.983686
17342	ATM	11	108253813	108254040	-0.477573	1	deletion	0.987974
17342	ATM	11	108258985	108259076	0.404901	3	duplication	0.977076
17342	ATM	11	108272721	108272853	-0.537947	1	deletion	0.98645
17342	ATM	11	108325309	108325545	-0.521084	1	deletion	0.983007
17342	ATM	11	108331443	108331558	-0.624348	1	deletion	0.980299
17342	ATM	11	108347278	108347366	-0.773039	1	deletion	0.984032
17342	SDHD	11	112086907	112086960	-1.16991	0	deletion	0.933487
17342	HNF1A	12	120993519	120993707	-1.43512	0	deletion	0.774707
17342	HNF1A	12	121001064	121001193	-0.659651	1	deletion	0.966743
17342	BRCA2	13	32315462	32315679	-0.930563	1	deletion	0.943705
17342	BRCA2	13	32319076	32319326	-0.793391	1	deletion	0.988907
17342	BRCA2	13	32325075	32325185	-1.00994	1	deletion	0.979012
17342	BRCA2	13	32326100	32326151	-1.05333	1	deletion	0.967925
17342	BRCA2	13	32326241	32326283	-0.646156	1	deletion	0.975286
17342	BRCA2	13	32326498	32326614	-1.09622	1	deletion	0.979534
17342	BRCA2	13	32332271	32333388	-0.967095	1	deletion	0.983833
17342	BRCA2	13	32336264	32341197	-1.28963	0	deletion	0.981069
17342	BRCA2	13	32344557	32344654	-0.592361	1	deletion	0.982851
17342	BRCA2	13	32346826	32346897	-0.945852	1	deletion	0.978769
17342	BRCA2	13	32379316	32379516	-0.880898	1	deletion	0.935606
17342	BRCA2	13	32380006	32380146	0.441914	3	duplication	0.975542
17342	RB1	13	48342598	48342715	-0.647788	1	deletion	0.976725
17342	RB1	13	48345079	48345200	-0.446331	1	deletion	0.979857
17342	RB1	13	48347824	48347864	-0.575295	1	deletion	0.944859
17342	RB1	13	48348955	48349024	-0.70099	1	deletion	0.958379
17342	RB1	13	48360016	48360128	-0.970301	1	deletion	0.98554
17342	RB1	13	48368526	48368605	0.354294	3	duplication	0.981082
17342	RB1	13	48379593	48379651	0.727805	4	duplication	0.9575
17342	RB1	13	48380052	48380085	0.707812	4	duplication	0.913021
17342	RB1	13	48380164	48380242	0.491948	3	duplication	0.940152
17342	RB1	13	48456203	48456350	0.359911	3	duplication	0.974483
17342	RB1	13	48464997	48465112	0.376909	3	duplication	0.981859
17342	PALB2	16	23624008	23624095	0.594342	3	duplication	0.967985
17342	CDH1	16	68737415	68737464	0.766811	4	duplication	0.89035
17342	TP53	17	7670608	7670716	-0.932528	1	deletion	0.958188
17342	TP53	17	7673700	7673838	-0.411179	1	deletion	0.96301
17342	FLCN	17	17227888	17228138	0.326048	3	duplication	0.986869
17342	NF1	17	31201036	31201160	-0.567213	1	deletion	0.985092
17342	NF1	17	31201410	31201486	-0.457326	1	deletion	0.967065
17342	NF1	17	31225094	31225251	-0.612689	1	deletion	0.98534
17342	NF1	17	31227217	31227292	-0.606409	1	deletion	0.980727
17342	NF1	17	31227522	31227607	0.310866	3	duplication	0.977573
17342	NF1	17	31230259	31230383	-0.504407	1	deletion	0.977794
17342	NF1	17	31232072	31232190	0.623632	3	duplication	0.964342
17342	NF1	17	31235917	31236022	0.36378	3	duplication	0.970906
17342	NF1	17	31337367	31337583	-0.453865	1	deletion	0.985911
17342	NF1	17	31338024	31338140	-0.617469	1	deletion	0.969571
17342	NF1	17	31338703	31338806	-0.671735	1	deletion	0.982362
17342	NF1	17	31343008	31343136	0.361523	3	duplication	0.981769
17342	NF1	17	31356959	31357091	-0.618034	1	deletion	0.985889
17342	NF1	17	31358968	31359016	0.585566	3	duplication	0.932976
17342	NF1	17	31374012	31374156	-0.444279	1	deletion	0.972357
17342	RAD51D	17	35100952	35101037	-0.446328	1	deletion	0.976527
17342	RAD51D	17	35101200	35101366	-0.654788	1	deletion	0.970092
17342	RAD51D	17	35103253	35103325	-0.412034	1	deletion	0.972718
17342	RAD51D	17	35106385	35106482	-0.401789	1	deletion	0.97749
17342	RAD51D	17	35106987	35107123	-0.621358	1	deletion	0.984373
17342	BRCA1	17	43047642	43047704	-0.493271	1	deletion	0.969746
17342	BRCA1	17	43057051	43057136	0.612367	3	duplication	0.974517
17342	BRCA1	17	43063873	43063952	0.304643	3	duplication	0.977243
17342	BRCA1	17	43090943	43091033	0.354616	3	duplication	0.98084
17342	BRCA1	17	43097243	43097290	0.593375	3	duplication	0.965888
17342	BRCA1	17	43106455	43106534	0.407722	3	duplication	0.972127
17342	BRCA1	17	43115725	43115780	0.367226	3	duplication	0.955258
17342	BRCA1	17	43125259	43125382	0.418762	3	duplication	0.95985
17342	RAD51C	17	58720745	58720813	0.555756	3	duplication	0.965757
17342	RAD51C	17	58732483	58732545	0.350132	3	duplication	0.967178
17342	BRIP1	17	61693429	61693513	-0.623273	1	deletion	0.977751
17342	BRIP1	17	61743012	61743135	-0.419827	1	deletion	0.981607
17342	BRIP1	17	61780839	61781006	0.403496	3	duplication	0.980649
17342	BRIP1	17	61799099	61799300	-0.701882	1	deletion	0.98362
17342	BRIP1	17	61808466	61808758	-0.703768	1	deletion	0.982987
17342	BRIP1	17	61861446	61861540	-0.464477	1	deletion	0.983194
17342	BRIP1	17	61863272	61863406	0.316864	3	duplication	0.958361
17342	SMAD4	18	51047046	51047296	-0.448031	1	deletion	0.986781
17342	SMAD4	18	51049294	51049325	-0.476223	1	deletion	0.963935
17342	POLD1_L474P	19	50406432	50406456	0.442882	3	duplication	0.966558
17342	POLD1_S478N	19	50406444	50406468	0.575047	3	duplication	0.9581
17342	CHEK2	22	28695709	28695874	0.376926	3	duplication	0.983153
17342	CHEK2	22	28703504	28703567	0.488976	3	duplication	0.975971
17342	CHEK2	22	28710005	28710060	0.438628	3	duplication	0.971546
17342	CHEK2	22	28734402	28734722	-0.45228	1	deletion	0.981337
17342	CHEK2	22	28741757	28741856	0.523253	3	duplication	0.943681
17343	MSH2	2	47463030	47463155	-0.953223	1	deletion	0.994326
17343	MSH2	2	47466657	47466809	-1.02193	1	deletion	0.995495
17343	PMS2	7	5977587	5977758	0.301172	3	duplication	0.885283
17343	PMS2	7	5978595	5978697	0.387723	3	duplication	0.859835
17343	HNF1A	12	120999482	120999628	-0.416927	1	deletion	0.95073
17356	MUTYH	1	45332165	45332311	0.584036	3	duplication	0.97849
17356	MUTYH	1	45332390	45332489	0.332844	3	duplication	0.972041
17356	MUTYH	1	45332573	45332688	0.404026	3	duplication	0.982954
17356	MUTYH	1	45332917	45332960	0.506609	3	duplication	0.968789
17356	MUTYH	1	45333096	45333171	0.318189	3	duplication	0.972714
17356	MUTYH	1	45340218	45340255	-0.592591	1	deletion	0.929291
17356	EPCAM	2	47379768	47379970	0.304912	3	duplication	0.955135
17356	MSH2	2	47414268	47414419	-0.428284	1	deletion	0.974785
17356	MSH2	2	47478271	47478520	0.335178	3	duplication	0.966359
17356	MSH6	2	47783233	47783494	-1.42895	0	deletion	0.939518
17356	MSH6	2	47798610	47801156	0.326321	3	duplication	0.979813
17356	MSH6	2	47803419	47803686	0.375136	3	duplication	0.975539
17356	BAP1	3	52406828	52406908	0.481498	3	duplication	0.957353
17356	BAP1	3	52409841	52409879	-0.621894	1	deletion	0.966681
17356	APC	5	112834950	112835166	0.305478	3	duplication	0.983646
17356	PMS2	7	6008996	6009020	-0.468754	1	deletion	0.947001
17356	BMPR1A	10	86923375	86923507	0.612091	3	duplication	0.957706
17356	MEN1	11	64807178	64807220	0.379976	3	duplication	0.925169
17356	MEN1	11	64807551	64807681	0.380006	3	duplication	0.963499
17356	MEN1	11	64809649	64810110	-0.487321	1	deletion	0.990652
17356	ATM	11	108299713	108299886	0.442224	3	duplication	0.97561
17356	HNF1A	12	120993519	120993707	0.686366	3	duplication	0.780253
17356	HNF1A	12	120994163	120994406	0.304494	3	duplication	0.981006
17356	HNF1A	12	120997473	120997666	0.570441	3	duplication	0.977851
17356	BRCA2	13	32315462	32315679	-1.46806	0	deletion	0.948867
17356	BRCA2	13	32379316	32379516	0.387366	3	duplication	0.940983
17356	RB1	13	48376917	48377035	0.314727	3	duplication	0.976689
17356	RB1	13	48380052	48380085	-0.508204	1	deletion	0.926259
17356	RB1	13	48380164	48380242	-0.533348	1	deletion	0.948763
17356	PALB2	16	23621361	23621479	0.476272	3	duplication	0.961221
17356	PALB2	16	23641109	23641158	-0.502756	1	deletion	0.964079
17356	CDH1	16	68813312	68813496	0.354926	3	duplication	0.981742
17356	TP53	17	7673700	7673838	0.312085	3	duplication	0.969483
17356	FLCN	17	17215184	17215317	0.311633	3	duplication	0.971118
17356	FLCN	17	17236900	17237151	-0.758444	1	deletion	0.978771
17356	NF1	17	31229024	31229466	0.312571	3	duplication	0.978375
17356	NF1	17	31357268	31357370	0.30815	3	duplication	0.97326
17356	RAD51D	17	35119531	35119614	-0.652728	1	deletion	0.981694
17356	BRCA1	17	43063332	43063374	0.382924	3	duplication	0.969108
17356	BRCA1	17	43091434	43094861	0.395878	3	duplication	0.961821
17356	RAD51C	17	58692643	58692789	-0.460615	1	deletion	0.984358
17356	BRIP1	17	61863272	61863406	-0.487282	1	deletion	0.964931
17356	SMAD4	18	51030201	51030635	-0.710317	1	deletion	0.975495
17356	SMAD4	18	51059865	51059917	-0.446688	1	deletion	0.939148
17356	STK11	19	1220580	1220718	-0.718029	1	deletion	0.965264
17356	STK11	19	1221948	1222007	-0.605513	1	deletion	0.976616
17356	STK11	19	1227581	1228447	-0.867556	1	deletion	0.972025
17356	CHEK2	22	28696900	28696988	0.41535	3	duplication	0.959734
17357	MUTYH	1	45331419	45331557	0.439422	3	duplication	0.79975
17357	EPCAM	2	47369505	47369582	-0.601359	1	deletion	0.850581
17357	MSH6	2	47783233	47783494	-0.686542	1	deletion	0.941097
17357	MSH6	2	47803419	47803686	0.310252	3	duplication	0.9771
17357	VHL	3	10141847	10142188	-0.506339	1	deletion	0.961195
17357	BMPR1A	10	86756627	86756931	-0.929148	1	deletion	0.843001
17357	BMPR1A	10	86923375	86923507	0.355846	3	duplication	0.959926
17357	HNF1A	12	120993519	120993707	0.440111	3	duplication	0.782114
17357	BRCA2	13	32376669	32376792	-0.889402	1	deletion	0.989669
17357	BRCA2	13	32379316	32379516	-0.696919	1	deletion	0.942787
17357	BRCA2	13	32379749	32379914	-0.812332	1	deletion	0.987759
17357	BRCA2	13	32380006	32380146	-0.965627	1	deletion	0.984125
17357	CDH1	16	68737415	68737464	-1.20232	0	deletion	0.904858
17357	NF1	17	31095309	31095370	-1.07791	1	deletion	0.959779
17358	SDHB	1	17022607	17022731	-0.989403	1	deletion	0.983651
17358	SDHB	1	17023972	17024075	-0.974854	1	deletion	0.985701
17358	SDHB	1	17027748	17027866	-0.656567	1	deletion	0.982029
17358	SDHB	1	17028599	17028737	-0.785128	1	deletion	0.985095
17358	SDHB	1	17033059	17033146	-0.832821	1	deletion	0.9874
17358	SDHB	1	17044760	17044889	-1.28968	0	deletion	0.976674
17358	MUTYH	1	45331419	45331557	0.737697	4	duplication	0.797088
17358	MUTYH	1	45332917	45332960	0.34644	3	duplication	0.967911
17358	MUTYH	1	45333096	45333171	0.37792	3	duplication	0.972049
17358	MUTYH	1	45340218	45340255	-0.585841	1	deletion	0.928345
17358	EPCAM	2	47369505	47369582	-0.688613	1	deletion	0.847018
17358	EPCAM	2	47379768	47379970	0.411333	3	duplication	0.954729
17358	MSH2	2	47478271	47478520	0.317209	3	duplication	0.965994
17358	MSH6	2	47783233	47783494	-0.683777	1	deletion	0.939162
17358	MSH6	2	47798610	47801156	0.393352	3	duplication	0.979699
17358	MSH6	2	47803419	47803686	0.341827	3	duplication	0.975186
17358	BAP1	3	52405109	52405295	0.317777	3	duplication	0.971549
17358	BAP1	3	52407173	52407317	0.391612	3	duplication	0.981646
17358	BAP1	3	52409713	52409744	0.37163	3	duplication	0.965888
17358	APC	5	112834950	112835166	0.303209	3	duplication	0.983254
17358	PMS2	7	5978595	5978697	0.318607	3	duplication	0.855962
17358	PMS2	7	6008996	6009020	-0.527523	1	deletion	0.945826
17358	BMPR1A	10	86756627	86756931	-1.01084	1	deletion	0.841208
17358	BMPR1A	10	86923375	86923507	0.481421	3	duplication	0.957205
17358	MEN1	11	64807178	64807220	0.647607	3	duplication	0.924281
17358	MEN1	11	64807551	64807681	0.537887	3	duplication	0.962994
17358	ATM	11	108252816	108252913	-0.472125	1	deletion	0.983848
17358	ATM	11	108288976	108289104	-0.503684	1	deletion	0.985883
17358	HNF1A	12	120993519	120993707	0.656167	3	duplication	0.779834
17358	HNF1A	12	120999482	120999628	0.395087	3	duplication	0.947493
17358	BRCA2	13	32315462	32315679	-0.564588	1	deletion	0.948476
17358	BRCA2	13	32379316	32379516	0.315147	3	duplication	0.940576
17358	RB1	13	48342598	48342715	-0.481153	1	deletion	0.983223
17358	RB1	13	48348955	48349024	-0.557665	1	deletion	0.966841
17358	RB1	13	48380052	48380085	-0.431373	1	deletion	0.925257
17358	RB1	13	48464997	48465112	0.322314	3	duplication	0.988413
17358	RB1	13	48477354	48477405	-0.616356	1	deletion	0.924431
17358	PALB2	16	23621361	23621479	0.512803	3	duplication	0.960691
17358	PALB2	16	23641109	23641158	-0.545325	1	deletion	0.963257
17358	CDH1	16	68737415	68737464	-1.29839	0	deletion	0.900392
17358	FLCN	17	17215184	17215317	0.392764	3	duplication	0.970618
17358	FLCN	17	17216379	17216504	0.303938	3	duplication	0.976951
17358	NF1	17	31095309	31095370	-0.588114	1	deletion	0.955775
17358	NF1	17	31169890	31169998	0.412419	3	duplication	0.972022
17358	NF1	17	31201410	31201486	-0.410481	1	deletion	0.975128
17358	NF1	17	31265228	31265340	-0.462128	1	deletion	0.98264
17358	NF1	17	31325819	31326253	0.337185	3	duplication	0.981075
17358	NF1	17	31358968	31359016	-0.464839	1	deletion	0.943121
17358	BRCA1	17	43049120	43049195	0.346494	3	duplication	0.979859
17358	BRCA1	17	43063332	43063374	0.418055	3	duplication	0.96822
17358	BRCA1	17	43091434	43094861	0.451408	3	duplication	0.961722
17358	BRCA1	17	43125259	43125382	-0.463683	1	deletion	0.966187
17358	BRIP1	17	61863272	61863406	-0.506751	1	deletion	0.964433
17358	SMAD4	18	51059865	51059917	-0.545197	1	deletion	0.93835
17358	SMAD4	18	51076637	51076777	-0.489237	1	deletion	0.97849
17358	STK11	19	1218416	1218501	0.455863	3	duplication	0.97248
17358	CHEK2	22	28687896	28687987	-0.555763	1	deletion	0.971398
17358	CHEK2	22	28696900	28696988	0.410481	3	duplication	0.95912
17358	CHEK2	22	28741757	28741856	-0.546852	1	deletion	0.950745
17359	MUTYH	1	45331419	45331557	0.704532	4	duplication	0.799891
17359	EPCAM	2	47369505	47369582	-0.777158	1	deletion	0.85077
17359	MSH2	2	47403191	47403403	-0.825262	1	deletion	0.987644
17359	MSH2	2	47408400	47408556	-0.940559	1	deletion	0.993719
17359	MSH6	2	47783233	47783494	-0.405992	1	deletion	0.9412
17359	PMS2	7	5977587	5977758	0.684421	3	duplication	0.88481
17359	PMS2	7	5978595	5978697	0.708072	4	duplication	0.859222
17359	BMPR1A	10	86756627	86756931	-0.654268	1	deletion	0.843096
17359	MEN1	11	64807178	64807220	0.331802	3	duplication	0.929361
17359	HNF1A	12	120993519	120993707	0.546512	3	duplication	0.782235
17359	HNF1A	12	120999482	120999628	0.439212	3	duplication	0.950218
17359	BRCA2	13	32379316	32379516	0.358802	3	duplication	0.942904
17359	CDH1	16	68737415	68737464	-0.894519	1	deletion	0.905095
17360	MUTYH	1	45331419	45331557	0.537309	3	duplication	0.799963
17360	EPCAM	2	47369505	47369582	-0.480201	1	deletion	0.850867
17360	MSH6	2	47783233	47783494	-0.642275	1	deletion	0.941252
17360	PMS2	7	5977587	5977758	0.346218	3	duplication	0.884875
17360	BMPR1A	10	86756627	86756931	-0.629381	1	deletion	0.843145
17360	HNF1A	12	120993519	120993707	0.447229	3	duplication	0.782297
17360	BRCA2	13	32379316	32379516	0.314829	3	duplication	0.942965
17360	CDH1	16	68737415	68737464	-1.26318	0	deletion	0.905217
17360	NF1	17	31095309	31095370	-0.766082	1	deletion	0.9601
17361	MUTYH	1	45331419	45331557	0.812403	4	duplication	0.799143
17361	MUTYH	1	45332165	45332311	0.395803	3	duplication	0.980011
17361	MUTYH	1	45332573	45332688	0.325183	3	duplication	0.984668
17361	EPCAM	2	47369505	47369582	-1.13387	0	deletion	0.849769
17361	MSH6	2	47783233	47783494	-1.13395	0	deletion	0.940656
17361	VHL	3	10141847	10142188	-1.21875	0	deletion	0.960809
17361	PMS2	7	6008996	6009020	-0.438697	1	deletion	0.950753
17361	BMPR1A	10	86756627	86756931	-1.37351	0	deletion	0.842592
17361	BMPR1A	10	86923375	86923507	0.326047	3	duplication	0.959306
17361	MEN1	11	64807178	64807220	0.432333	3	duplication	0.928006
17361	MEN1	11	64807551	64807681	0.307753	3	duplication	0.965111
17361	HNF1A	12	120993519	120993707	0.755703	4	duplication	0.781594
17361	HNF1A	12	120997473	120997666	0.429808	3	duplication	0.979174
17361	HNF1A	12	120999267	120999390	0.362187	3	duplication	0.971564
17361	HNF1A	12	120999482	120999628	0.326193	3	duplication	0.949491
17361	BRCA2	13	32315462	32315679	-0.637652	1	deletion	0.950115
17361	PALB2	16	23621361	23621479	0.342629	3	duplication	0.962913
17361	CDH1	16	68813312	68813496	0.329983	3	duplication	0.983097
17361	FLCN	17	17215184	17215317	0.31449	3	duplication	0.972711
17361	BRCA1	17	43063332	43063374	0.373881	3	duplication	0.971944
17361	BRCA1	17	43091434	43094861	0.368634	3	duplication	0.962135
17361	SMAD4	18	51030201	51030635	-0.63227	1	deletion	0.976378
17361	SMAD4	18	51059865	51059917	-0.533381	1	deletion	0.941697
17361	STK11	19	1227581	1228447	-0.459319	1	deletion	0.97265
17361	CHEK2	22	28696900	28696988	0.312407	3	duplication	0.961693
17362	SDHB	1	17053947	17054020	0.482691	3	duplication	0.970556
17362	MUTYH	1	45331419	45331557	0.804857	4	duplication	0.799757
17362	MUTYH	1	45331660	45331850	0.36004	3	duplication	0.986367
17362	MUTYH	1	45332165	45332311	0.374947	3	duplication	0.980608
17362	MUTYH	1	45332573	45332688	0.460907	3	duplication	0.98534
17362	EPCAM	2	47369505	47369582	-0.817023	1	deletion	0.85059
17362	MSH6	2	47783233	47783494	-1.10808	0	deletion	0.941102
17362	BAP1	3	52406828	52406908	0.711209	4	duplication	0.960214
17362	BAP1	3	52409841	52409879	-0.615763	1	deletion	0.970832
17362	SDHD	11	112086907	112086960	0.311342	3	duplication	0.947447
17362	HNF1A	12	120993519	120993707	0.528717	3	duplication	0.78212
17362	HNF1A	12	120994163	120994406	0.395905	3	duplication	0.982647
17362	BRCA2	13	32315462	32315679	-0.948738	1	deletion	0.950604
17362	RAD51D	17	35119531	35119614	-0.514857	1	deletion	0.984503
17362	BRCA1	17	43082403	43082576	0.704989	4	duplication	0.988545
17362	STK11	19	1220580	1220718	-0.639028	1	deletion	0.967442
17362	STK11	19	1221948	1222007	-0.529402	1	deletion	0.979947
17362	STK11	19	1227581	1228447	-0.582155	1	deletion	0.972895
17363	MUTYH	1	45331660	45331850	0.333665	3	duplication	0.98569
17363	MUTYH	1	45332165	45332311	0.508592	3	duplication	0.979836
17363	MUTYH	1	45332573	45332688	0.367882	3	duplication	0.98447
17363	MUTYH	1	45332917	45332960	0.377956	3	duplication	0.971268
17363	MUTYH	1	45340218	45340255	-0.535085	1	deletion	0.931965
17363	EPCAM	2	47386571	47386614	-0.422828	1	deletion	0.963053
17363	BAP1	3	52406828	52406908	0.484104	3	duplication	0.959171
17363	BAP1	3	52409841	52409879	-1.04842	1	deletion	0.969319
17363	PMS2	7	6008996	6009020	-0.464307	1	deletion	0.950321
17363	BMPR1A	10	86923375	86923507	0.316137	3	duplication	0.959121
17363	MEN1	11	64807010	64807099	0.338413	3	duplication	0.990011
17363	MEN1	11	64809649	64810110	-0.452775	1	deletion	0.991409
17363	HNF1A	12	120993519	120993707	0.696512	3	duplication	0.781439
17363	HNF1A	12	120994163	120994406	0.32526	3	duplication	0.982049
17363	HNF1A	12	120997473	120997666	0.596527	3	duplication	0.979021
17363	BRCA2	13	32315462	32315679	-1.39761	0	deletion	0.949971
17363	RB1	13	48380052	48380085	-0.476348	1	deletion	0.929089
17363	RB1	13	48380164	48380242	-0.437302	1	deletion	0.950604
17363	PALB2	16	23641109	23641158	-0.61861	1	deletion	0.966402
17363	TP53	17	7673700	7673838	0.307831	3	duplication	0.970867
17363	FLCN	17	17236900	17237151	-0.641528	1	deletion	0.979797
17363	NF1	17	31358968	31359016	-0.403384	1	deletion	0.946299
17363	RAD51D	17	35119531	35119614	-0.667222	1	deletion	0.983479
17363	RAD51C	17	58692643	58692789	-0.529269	1	deletion	0.985704
17363	SMAD4	18	51030201	51030635	-0.640011	1	deletion	0.976276
17363	SMAD4	18	51059865	51059917	-0.426781	1	deletion	0.941403
17363	STK11	19	1220580	1220718	-0.939852	1	deletion	0.966648
17363	STK11	19	1221948	1222007	-0.734667	1	deletion	0.978733
17363	STK11	19	1227581	1228447	-0.69638	1	deletion	0.972578
17363	CHEK2	22	28696900	28696988	-0.716794	1	deletion	0.961467
17363	CHEK2	22	28699837	28699938	-1.27297	0	deletion	0.970659
17363	CHEK2	22	28741757	28741856	-0.402256	1	deletion	0.952958
17364	MUTYH	1	45331419	45331557	0.645621	3	duplication	0.799362
17364	EPCAM	2	47369505	47369582	-1.0257	1	deletion	0.850062
17364	MSH6	2	47783233	47783494	-0.872542	1	deletion	0.940815
17364	VHL	3	10141847	10142188	-0.940719	1	deletion	0.960948
17364	BMPR1A	10	86756627	86756931	-1.30355	0	deletion	0.84274
17364	BMPR1A	10	86923375	86923507	0.389896	3	duplication	0.95953
17364	HNF1A	12	120993519	120993707	0.520661	3	duplication	0.781781
17364	HNF1A	12	120994163	120994406	0.35539	3	duplication	0.98235
17364	HNF1A	12	120999267	120999390	0.351426	3	duplication	0.971796
17364	HNF1A	12	120999482	120999628	0.357671	3	duplication	0.949703
17364	BRCA2	13	32376669	32376792	0.432639	3	duplication	0.989258
17364	BRCA2	13	32379316	32379516	0.319081	3	duplication	0.942465
17364	CDH1	16	68737415	68737464	-1.4793	0	deletion	0.904207
17364	SMAD4	18	51059865	51059917	-0.414523	1	deletion	0.942053
17364	CHEK2	22	28696900	28696988	0.339256	3	duplication	0.961967
17365	MUTYH	1	45331419	45331557	0.344493	3	duplication	0.800381
17365	PMS2	7	5977587	5977758	0.475142	3	duplication	0.88525
17365	PMS2	7	5978595	5978697	0.302593	3	duplication	0.859792
17365	HNF1A	12	120993519	120993707	0.456753	3	duplication	0.782655
17365	TP53	17	7687365	7687550	-1.09802	1	deletion	0.989531
